GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geography,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013
0100000US,,United States,310M200US41060,41060,"United States - In metropolitan statistical area - St. Cloud, MN Metro Area","St. Cloud, MN Metro Area",189093,189093,189157,189980,190485,191306
0100000US,,United States,310M200US41100,41100,"United States - In metropolitan statistical area - St. George, UT Metro Area","St. George, UT Metro Area",138115,138115,138429,141537,144656,147800
0100000US,,United States,310M200US41140,41140,"United States - In metropolitan statistical area - St. Joseph, MO-KS Metro Area","St. Joseph, MO-KS Metro Area",127329,127329,127261,127672,127880,127767
0100000US,,United States,310M200US41180,41180,"United States - In metropolitan statistical area - St. Louis, MO-IL Metro Area","St. Louis, MO-IL Metro Area",2787701,2787694,2789893,2793779,2796506,2801056
0100000US,,United States,310M200US41420,41420,"United States - In metropolitan statistical area - Salem, OR Metro Area","Salem, OR Metro Area",390738,390738,391532,393866,397728,400408
0100000US,,United States,310M200US41500,41500,"United States - In metropolitan statistical area - Salinas, CA Metro Area","Salinas, CA Metro Area",415057,415057,416342,421343,426072,428826
0100000US,,United States,310M200US41540,41540,"United States - In metropolitan statistical area - Salisbury, MD-DE Metro Area","Salisbury, MD-DE Metro Area",373802,373798,374807,378237,381667,385438
0100000US,,United States,310M200US41620,41620,"United States - In metropolitan statistical area - Salt Lake City, UT Metro Area","Salt Lake City, UT Metro Area",1087873,1087873,1091452,1107279,1123943,1140483
0100000US,,United States,310M200US41660,41660,"United States - In metropolitan statistical area - San Angelo, TX Metro Area","San Angelo, TX Metro Area",111823,111823,112294,113442,115071,116566
0100000US,,United States,310M200US41700,41700,"United States - In metropolitan statistical area - San Antonio-New Braunfels, TX Metro Area","San Antonio-New Braunfels, TX Metro Area",2142508,2142508,2153288,2192610,2234494,2277550
0100000US,,United States,310M200US41740,41740,"United States - In metropolitan statistical area - San Diego-Carlsbad, CA Metro Area","San Diego-Carlsbad, CA Metro Area",3095313,3095308,3104182,3138550,3176138,3211252
0100000US,,United States,310M200US41860,41860,"United States - In metropolitan statistical area - San Francisco-Oakland-Hayward, CA Metro Area","San Francisco-Oakland-Hayward, CA Metro Area",4335391,4335381,4344584,4395797,4454159,4516276
0100000US,,United States,310M200US41940,41940,"United States - In metropolitan statistical area - San Jose-Sunnyvale-Santa Clara, CA Metro Area","San Jose-Sunnyvale-Santa Clara, CA Metro Area",1836911,1836927,1842076,1867430,1892894,1919641
0100000US,,United States,310M200US42020,42020,"United States - In metropolitan statistical area - San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",269637,269734,270005,271253,274622,276443
0100000US,,United States,310M200US42100,42100,"United States - In metropolitan statistical area - Santa Cruz-Watsonville, CA Metro Area","Santa Cruz-Watsonville, CA Metro Area",262382,262376,263309,264797,266508,269419
0100000US,,United States,310M200US42140,42140,"United States - In metropolitan statistical area - Santa Fe, NM Metro Area","Santa Fe, NM Metro Area",144170,144171,144508,145409,146456,147423
0100000US,,United States,310M200US42200,42200,"United States - In metropolitan statistical area - Santa Maria-Santa Barbara, CA Metro Area","Santa Maria-Santa Barbara, CA Metro Area",423895,423798,424238,425724,430426,435697
0100000US,,United States,310M200US42220,42220,"United States - In metropolitan statistical area - Santa Rosa, CA Metro Area","Santa Rosa, CA Metro Area",483878,483878,484698,487549,490596,495025
0100000US,,United States,310M200US42340,42340,"United States - In metropolitan statistical area - Savannah, GA Metro Area","Savannah, GA Metro Area",347611,347621,348861,355996,362441,366047
0100000US,,United States,310M200US42540,42540,"United States - In metropolitan statistical area - Scranton--Wilkes-Barre--Hazleton, PA Metro Area","Scranton--Wilkes-Barre--Hazleton, PA Metro Area",563631,563630,563576,563804,564044,562037
0100000US,,United States,310M200US42660,42660,"United States - In metropolitan statistical area - Seattle-Tacoma-Bellevue, WA Metro Area","Seattle-Tacoma-Bellevue, WA Metro Area",3439809,3439815,3448425,3497222,3552591,3610105
0100000US,,United States,310M200US42680,42680,"United States - In metropolitan statistical area - Sebastian-Vero Beach, FL Metro Area","Sebastian-Vero Beach, FL Metro Area",138028,138028,138239,138964,140568,141994
0100000US,,United States,310M200US42700,42700,"United States - In metropolitan statistical area - Sebring, FL Metro Area","Sebring, FL Metro Area",98786,98786,98709,98189,97905,97616
0100000US,,United States,310M200US43100,43100,"United States - In metropolitan statistical area - Sheboygan, WI Metro Area","Sheboygan, WI Metro Area",115507,115507,115412,115305,114973,114922
0100000US,,United States,310M200US43300,43300,"United States - In metropolitan statistical area - Sherman-Denison, TX Metro Area","Sherman-Denison, TX Metro Area",120877,120877,121086,121272,121679,122353
0100000US,,United States,310M200US43340,43340,"United States - In metropolitan statistical area - Shreveport-Bossier City, LA Metro Area","Shreveport-Bossier City, LA Metro Area",439811,439811,441166,445022,448118,446471
0100000US,,United States,310M200US43420,43420,"United States - In metropolitan statistical area - Sierra Vista-Douglas, AZ Metro Area","Sierra Vista-Douglas, AZ Metro Area",131346,131346,131412,132488,131735,129473
0100000US,,United States,310M200US43580,43580,"United States - In metropolitan statistical area - Sioux City, IA-NE-SD Metro Area","Sioux City, IA-NE-SD Metro Area",168563,168563,168789,168822,168754,168714
0100000US,,United States,310M200US43620,43620,"United States - In metropolitan statistical area - Sioux Falls, SD Metro Area","Sioux Falls, SD Metro Area",228261,228264,229115,232553,237649,243513
0100000US,,United States,310M200US43780,43780,"United States - In metropolitan statistical area - South Bend-Mishawaka, IN-MI Metro Area","South Bend-Mishawaka, IN-MI Metro Area",319224,319215,318967,319177,318578,318619
0100000US,,United States,310M200US43900,43900,"United States - In metropolitan statistical area - Spartanburg, SC Metro Area","Spartanburg, SC Metro Area",313268,313268,313632,314993,316856,318999
0100000US,,United States,310M200US44060,44060,"United States - In metropolitan statistical area - Spokane-Spokane Valley, WA Metro Area","Spokane-Spokane Valley, WA Metro Area",527753,527753,528501,529927,532528,535724
0100000US,,United States,310M200US44100,44100,"United States - In metropolitan statistical area - Springfield, IL Metro Area","Springfield, IL Metro Area",210170,210170,210526,211627,211973,211752
0100000US,,United States,310M200US44140,44140,"United States - In metropolitan statistical area - Springfield, MA Metro Area","Springfield, MA Metro Area",621570,621570,623200,625466,625788,626915
0100000US,,United States,310M200US44180,44180,"United States - In metropolitan statistical area - Springfield, MO Metro Area","Springfield, MO Metro Area",436712,436712,437445,440244,444592,448744
0100000US,,United States,310M200US44220,44220,"United States - In metropolitan statistical area - Springfield, OH Metro Area","Springfield, OH Metro Area",138333,138333,138943,138490,136435,136167
0100000US,,United States,310M200US44300,44300,"United States - In metropolitan statistical area - State College, PA Metro Area","State College, PA Metro Area",153990,153985,154152,154594,155100,155403
0100000US,,United States,310M200US44420,44420,"United States - In metropolitan statistical area - Staunton-Waynesboro, VA Metro Area","Staunton-Waynesboro, VA Metro Area",118502,118502,118377,118922,118652,119525
0100000US,,United States,310M200US44700,44700,"United States - In metropolitan statistical area - Stockton-Lodi, CA Metro Area","Stockton-Lodi, CA Metro Area",685306,685308,687489,695130,701151,704379
0100000US,,United States,310M200US44940,44940,"United States - In metropolitan statistical area - Sumter, SC Metro Area","Sumter, SC Metro Area",107456,107456,107572,107401,108127,108123
0100000US,,United States,310M200US45060,45060,"United States - In metropolitan statistical area - Syracuse, NY Metro Area","Syracuse, NY Metro Area",662577,662580,662972,662481,660946,661934
0100000US,,United States,310M200US45220,45220,"United States - In metropolitan statistical area - Tallahassee, FL Metro Area","Tallahassee, FL Metro Area",367413,368770,369462,371087,375391,373255
0100000US,,United States,310M200US45300,45300,"United States - In metropolitan statistical area - Tampa-St. Petersburg-Clearwater, FL Metro Area","Tampa-St. Petersburg-Clearwater, FL Metro Area",2783243,2783243,2788961,2827556,2845178,2870569
0100000US,,United States,310M200US45460,45460,"United States - In metropolitan statistical area - Terre Haute, IN Metro Area","Terre Haute, IN Metro Area",172425,172423,172312,172557,172588,172195
0100000US,,United States,310M200US45500,45500,"United States - In metropolitan statistical area - Texarkana, TX-AR Metro Area","Texarkana, TX-AR Metro Area",149198,149195,149309,149554,149562,149619
0100000US,,United States,310M200US45540,45540,"United States - In metropolitan statistical area - The Villages, FL Metro Area","The Villages, FL Metro Area",93420,93420,94285,98311,101748,107056
0100000US,,United States,310M200US45780,45780,"United States - In metropolitan statistical area - Toledo, OH Metro Area","Toledo, OH Metro Area",610001,610001,610194,609633,608481,608145
0100000US,,United States,310M200US45820,45820,"United States - In metropolitan statistical area - Topeka, KS Metro Area","Topeka, KS Metro Area",233870,233868,234233,234796,234668,234203
0100000US,,United States,310M200US45940,45940,"United States - In metropolitan statistical area - Trenton, NJ Metro Area","Trenton, NJ Metro Area",366513,367511,368024,367812,368832,370414
0100000US,,United States,310M200US46060,46060,"United States - In metropolitan statistical area - Tucson, AZ Metro Area","Tucson, AZ Metro Area",980263,980263,982018,987910,992395,996554
0100000US,,United States,310M200US46140,46140,"United States - In metropolitan statistical area - Tulsa, OK Metro Area","Tulsa, OK Metro Area",937478,937479,939826,945671,952129,961561
0100000US,,United States,310M200US46220,46220,"United States - In metropolitan statistical area - Tuscaloosa, AL Metro Area","Tuscaloosa, AL Metro Area",230162,230159,230474,231494,233445,235628
0100000US,,United States,310M200US46340,46340,"United States - In metropolitan statistical area - Tyler, TX Metro Area","Tyler, TX Metro Area",209714,209714,210434,212891,214617,216080
0100000US,,United States,310M200US46520,46520,"United States - In metropolitan statistical area - Urban Honolulu, HI Metro Area","Urban Honolulu, HI Metro Area",953207,953207,956166,965629,974990,983429
0100000US,,United States,310M200US46540,46540,"United States - In metropolitan statistical area - Utica-Rome, NY Metro Area","Utica-Rome, NY Metro Area",299397,299380,299276,298753,298375,297766
0100000US,,United States,310M200US46660,46660,"United States - In metropolitan statistical area - Valdosta, GA Metro Area","Valdosta, GA Metro Area",139588,139584,140029,142323,144581,142897
0100000US,,United States,310M200US46700,46700,"United States - In metropolitan statistical area - Vallejo-Fairfield, CA Metro Area","Vallejo-Fairfield, CA Metro Area",413344,413344,414119,416760,420335,424788
0100000US,,United States,310M200US47020,47020,"United States - In metropolitan statistical area - Victoria, TX Metro Area","Victoria, TX Metro Area",94003,94003,94080,94711,96671,97493
0100000US,,United States,310M200US47220,47220,"United States - In metropolitan statistical area - Vineland-Bridgeton, NJ Metro Area","Vineland-Bridgeton, NJ Metro Area",156898,156898,157208,157724,157917,157332
0100000US,,United States,310M200US47260,47260,"United States - In metropolitan statistical area - Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1676822,1676820,1680120,1686850,1698410,1707369
0100000US,,United States,310M200US47300,47300,"United States - In metropolitan statistical area - Visalia-Porterville, CA Metro Area","Visalia-Porterville, CA Metro Area",442179,442179,443342,447705,451043,454143
0100000US,,United States,310M200US47380,47380,"United States - In metropolitan statistical area - Waco, TX Metro Area","Waco, TX Metro Area",252772,252772,253855,255757,257148,258974
0100000US,,United States,310M200US47460,47460,"United States - In metropolitan statistical area - Walla Walla, WA Metro Area","Walla Walla, WA Metro Area",62859,62859,63023,63531,63398,63562
0100000US,,United States,310M200US47580,47580,"United States - In metropolitan statistical area - Warner Robins, GA Metro Area","Warner Robins, GA Metro Area",179605,179605,180422,183550,185321,186214
0100000US,,United States,310M200US47900,47900,"United States - In metropolitan statistical area - Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5636232,5636276,5664789,5771506,5862594,5949859
0100000US,,United States,310M200US47940,47940,"United States - In metropolitan statistical area - Waterloo-Cedar Falls, IA Metro Area","Waterloo-Cedar Falls, IA Metro Area",167819,167819,167888,168221,168536,169484
0100000US,,United States,310M200US48060,48060,"United States - In metropolitan statistical area - Watertown-Fort Drum, NY Metro Area","Watertown-Fort Drum, NY Metro Area",116229,116229,116605,118294,120941,119504
0100000US,,United States,310M200US48140,48140,"United States - In metropolitan statistical area - Wausau, WI Metro Area","Wausau, WI Metro Area",134063,134063,134065,134529,134681,135416
0100000US,,United States,310M200US48260,48260,"United States - In metropolitan statistical area - Weirton-Steubenville, WV-OH Metro Area","Weirton-Steubenville, WV-OH Metro Area",124454,124454,124260,123318,122578,121992
0100000US,,United States,310M200US48300,48300,"United States - In metropolitan statistical area - Wenatchee, WA Metro Area","Wenatchee, WA Metro Area",110884,110887,111267,112026,112922,113438
0100000US,,United States,310M200US48540,48540,"United States - In metropolitan statistical area - Wheeling, WV-OH Metro Area","Wheeling, WV-OH Metro Area",147950,147950,147830,147077,146357,145757
0100000US,,United States,310M200US48620,48620,"United States - In metropolitan statistical area - Wichita, KS Metro Area","Wichita, KS Metro Area",630919,630919,631919,633057,635518,637394
0100000US,,United States,310M200US48660,48660,"United States - In metropolitan statistical area - Wichita Falls, TX Metro Area","Wichita Falls, TX Metro Area",151306,151306,151465,150134,150739,151201
0100000US,,United States,310M200US48700,48700,"United States - In metropolitan statistical area - Williamsport, PA Metro Area","Williamsport, PA Metro Area",116111,116108,116176,116692,117317,116754
0100000US,,United States,310M200US48900,48900,"United States - In metropolitan statistical area - Wilmington, NC Metro Area","Wilmington, NC Metro Area",254884,254884,255771,259534,263353,268601
0100000US,,United States,310M200US49020,49020,"United States - In metropolitan statistical area - Winchester, VA-WV Metro Area","Winchester, VA-WV Metro Area",128472,128472,128727,129960,130932,131980
0100000US,,United States,310M200US49180,49180,"United States - In metropolitan statistical area - Winston-Salem, NC Metro Area","Winston-Salem, NC Metro Area",640595,640577,641265,644257,647221,650820
0100000US,,United States,310M200US49340,49340,"United States - In metropolitan statistical area - Worcester, MA-CT Metro Area","Worcester, MA-CT Metro Area",916980,916976,918823,921894,923228,926710
0100000US,,United States,310M200US49420,49420,"United States - In metropolitan statistical area - Yakima, WA Metro Area","Yakima, WA Metro Area",243231,243231,244173,246030,246421,247044
0100000US,,United States,310M200US49620,49620,"United States - In metropolitan statistical area - York-Hanover, PA Metro Area","York-Hanover, PA Metro Area",434972,434972,435510,436785,437411,438965
0100000US,,United States,310M200US49660,49660,"United States - In metropolitan statistical area - Youngstown-Warren-Boardman, OH-PA Metro Area","Youngstown-Warren-Boardman, OH-PA Metro Area",565773,565768,565217,562045,558495,555506
0100000US,,United States,310M200US49700,49700,"United States - In metropolitan statistical area - Yuba City, CA Metro Area","Yuba City, CA Metro Area",166892,166892,167209,167305,167628,168690
0100000US,,United States,310M200US49740,49740,"United States - In metropolitan statistical area - Yuma, AZ Metro Area","Yuma, AZ Metro Area",195751,195750,196630,201850,201733,201201
0100000US,,United States,0400000US72,72,Puerto Rico,Puerto Rico,3725789,3725789,3721208,3686580,3651545,3615086
0100000US,,United States,310M200US10380,10380,"Puerto Rico - In metropolitan statistical area - Aguadilla-Isabela, PR Metro Area","Aguadilla-Isabela, PR Metro Area",339441,339441,338938,335790,332231,328531
0100000US,,United States,310M200US11640,11640,"Puerto Rico - In metropolitan statistical area - Arecibo, PR Metro Area","Arecibo, PR Metro Area",199471,199471,199255,197748,196346,195036
0100000US,,United States,310M200US25020,25020,"Puerto Rico - In metropolitan statistical area - Guayama, PR Metro Area","Guayama, PR Metro Area",84214,84214,84108,83053,82359,82061
0100000US,,United States,310M200US32420,32420,"Puerto Rico - In metropolitan statistical area - Mayagüez, PR Metro Area","Mayagüez, PR Metro Area",106330,106330,106036,104415,102764,101172
0100000US,,United States,310M200US38660,38660,"Puerto Rico - In metropolitan statistical area - Ponce, PR Metro Area","Ponce, PR Metro Area",350480,350480,349515,344270,338919,333527
0100000US,,United States,310M200US41900,41900,"Puerto Rico - In metropolitan statistical area - San Germán, PR Metro Area","San Germán, PR Metro Area",137462,137462,137388,136481,135597,134623
0100000US,,United States,310M200US41980,41980,"Puerto Rico - In metropolitan statistical area - San Juan-Carolina-Caguas, PR Metro Area","San Juan-Carolina-Caguas, PR Metro Area",2350126,2350126,2347677,2327263,2306633,2284266
